ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-022922,Global Technology Consulting Company,2025-05-29 09:39,Customer Support,Team Lead,Walk-up,can someone check this for me? i need to request equipment or software for upcoming work. pls advise,Purchase,Purchase Approval,Purchase,Purchase Approval,clean_label,High,Waiting on User,Neutral,
ENT-025057,Global Technology Consulting Company,2025-03-10 11:05,Finance,Analyst,Chat,A project page or dashboard is missing permissions/settings.,Internal Project,Internal App Support,Internal Project,Internal App Support,clean_label,Medium,Open,Urgent,
ENT-019771,Global Technology Consulting Company,2025-06-12 08:18,HR,Specialist,Walk-up,Could you please help when possible? A folder disappeared and I need to know if it can be restored.,Internal Project,Internal App Support,Storage,Archive Request,noisy_label,High,Resolved,Frustrated,9.1
ENT-011215,Global Technology Consulting Company,2025-03-13 00:41,Marketing,Director,Chat,"I submitted something for HR but cannot see the status anywhere. Also, i may have clicked something suspicious and need guidance.",HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,Resolved,Frustrated,66.2
ENT-013735,Global Technology Consulting Company,2025-11-06 14:07,Engineering,Consultant,Chat,"I need help with onboarding/offboarding paperwork for a team member. Also, internal pages load slowly or fail during meetings.",HR Support,Policy Question,HR Support,Policy Question,clean_label,Low,In Progress,Frustrated,
ENT-027054,Global Technology Consulting Company,2025-05-20 09:58,Operations,Manager,Email,The error message is not very clear. I need the same local permission I had on my previous device.,Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,High,Resolved,Neutral,34.9
ENT-026984,Global Technology Consulting Company,2025-04-16 08:51,HR,Engineer,Phone,This started happening after yesterday afternoon. The installer is blocked by policy even though it is work-related.,Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,Medium,Waiting on User,Confused,
ENT-026031,Global Technology Consulting Company,2025-10-04 07:31,Delivery,Analyst,Phone,Not sure if this belongs to IT or another team. The system says I do not have enough permission to continue.,Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,Medium,Open,Frustrated,
ENT-016270,Global Technology Consulting Company,2025-08-26 19:34,Operations,Director,Email,I tried the usual steps but it still does not work. I cannot sign in or reach the system I need for work. the page just spins,Access,Active Directory,Access,Active Directory,clean_label,Medium,Waiting on Vendor,Neutral,
ENT-006104,Global Technology Consulting Company,2025-01-24 15:19,Consulting,Analyst,Chat,The error message is not very clear. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Laptop,Hardware,Laptop,clean_label,Medium,Resolved,Neutral,45.4
ENT-027457,Global Technology Consulting Company,2025-02-19 16:34,Finance,Team Lead,Portal,the installer is blocked by policy even though it is work-related. screenshot attached,Administrative Rights,Install Approval,Administrative Rights,Install Approval,clean_label,Medium,Closed,Frustrated,18.5
ENT-011605,Global Technology Consulting Company,2025-11-18 22:43,Delivery,Coordinator,Portal,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,In Progress,Frustrated,
ENT-025282,Global Technology Consulting Company,2025-03-31 20:53,Engineering,Coordinator,Email,"Not sure if this belongs to IT or another team. The project tracker is not visible to everyone who needs it. Also, i received a suspicious message and want someone to review it. pls advise screenshot attached",Internal Project,SharePoint Site,Internal Project,SharePoint Site,clean_label,Medium,Waiting on User,Urgent,
ENT-018694,Global Technology Consulting Company,2025-03-17 09:02,Delivery,Consultant,Chat,A teammate can open the location but I get a blocked message,Access,Password Reset,Access,Password Reset,clean_label,High,Closed,Neutral,12.8
ENT-014319,Global Technology Consulting Company,2025-08-27 23:13,Operations,Specialist,Email,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Low,Resolved,Neutral,46.8
ENT-028428,Global Technology Consulting Company,2025-10-20 01:23,Consulting,Senior Associate,Portal,I tried the usual steps but it still does not work. The application is installed but does not launch correctly.,Software,CRM,Software,CRM,clean_label,Medium,Waiting on User,Frustrated,
ENT-021950,Global Technology Consulting Company,2025-05-22 03:49,Finance,Team Lead,Chat,I am seeing this issue again today. A folder disappeared and I need to know if it can be restored.,Storage,Backup Request,Storage,Backup Request,clean_label,Medium,Waiting on Vendor,Frustrated,
ENT-013910,Global Technology Consulting Company,2025-03-19 22:54,HR,Senior Associate,Chat,I am seeing this issue again today. My payroll or benefits information does not look right this cycle.,HR Support,Payroll,HR Support,Payroll,clean_label,Medium,Waiting on User,Neutral,
ENT-007782,Global Technology Consulting Company,2025-12-13 14:41,Finance,Consultant,Portal,I am seeing this issue again today. The screen or attached equipment randomly stops responding.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Closed,Frustrated,64.7
ENT-003820,Global Technology Consulting Company,2025-05-24 00:21,Finance,Consultant,Portal,"Can someone check this for me? My keyboard/mouse is not workin properly. it keeps asking me again and again Also, can you help me order the correct item for my role? pls advise",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Low,Resolved,Neutral,97.3
ENT-018888,Global Technology Consulting Company,2025-09-03 12:44,HR,Senior Associate,Email,I need permission for a client workspace before the deadline.,Access,VPN Access,Access,VPN Access,clean_label,Medium,Resolved,Neutral,15.5
ENT-022107,Global Technology Consulting Company,2025-11-09 10:37,Consulting,Consultant,Chat,Can someone check this for me? I need to requst equipment or software for upcoming work.,Purchase,Software License,Purchase,Software License,clean_label,Medium,Closed,Urgent,54.8
ENT-002374,Global Technology Consulting Company,2025-01-13 02:37,Customer Support,Engineer,Walk-up,The device keeps disconnecting during calls and client work.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Resolved,Neutral,25.4
ENT-024237,Global Technology Consulting Company,2025-04-04 13:56,Customer Support,Senior Associate,Phone,The error message is not very clear The project tracker is not visible to everyone who needs it,Internal Project,Project Permission,Internal Project,Project Permission,clean_label,Medium,Resolved,Frustrated,36.3
ENT-004585,Global Technology Consulting Company,2025-04-30 11:47,Marketing,Director,Phone,I am seeing this issue again today. The machine is very slow and makes it hard to complete normal tasks.,Network,WiFi,Hardware,Battery,noisy_label,Low,In Progress,Neutral,
ENT-008154,Global Technology Consulting Company,2025-11-07 22:10,Executive Office,Analyst,Chat,Not sure if this belongs to IT or another team. My docking station is not working properly. I cannot get into the thing I need,Hardware,Docking Station,Hardware,Docking Station,clean_label,High,Resolved,Confused,15.9
ENT-015779,Global Technology Consulting Company,2025-04-13 10:37,Consulting,Team Lead,Email,Could you please help when possible? A teammate can open the location but I get a blocked message.,Access,SAP Access,Access,SAP Access,clean_label,Critical,Resolved,Neutral,6.0
ENT-009685,Global Technology Consulting Company,2025-12-13 13:38,Finance,Team Lead,Chat,"I need help with onboarding/offboarding paperwork for a team member. Also, a teammate can open the location but i get a blocked message.",HR Support,Payroll,HR Support,Payroll,clean_label,Medium,Closed,Neutral,16.1
ENT-020032,Global Technology Consulting Company,2025-07-28 19:17,Customer Support,Coordinator,Portal,I need help before my next meting. I am unable to save or recover files needed for a project.,Storage,File Recovery,Storage,File Recovery,clean_label,Medium,In Progress,Frustrated,
ENT-017008,Global Technology Consulting Company,2025-06-23 13:05,Customer Support,Coordinator,Phone,I need permission for a client workspace before the deadline.,Access,Active Directory,Access,Active Directory,clean_label,High,Resolved,Neutral,16.0
ENT-009546,Global Technology Consulting Company,2025-01-25 07:23,Operations,Analyst,Email,This started happening after yesterday afternoon. I have a question about my employee record and need help updating it.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Low,Resolved,Neutral,100.6
ENT-027298,Global Technology Consulting Company,2025-11-24 10:15,Marketing,Consultant,Walk-up,Can someone check this for me? I need the same local permission I had on my previous device.,Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,High,Closed,Neutral,23.0
ENT-012400,Global Technology Consulting Company,2025-12-14 09:51,Marketing,Analyst,Walk-up,My payroll or benefits information does not look right this cycle.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Waiting on Vendor,Frustrated,
ENT-014976,Global Technology Consulting Company,2025-04-14 12:06,Engineering,Director,Chat,not sure if this belongs to it or another team. i need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Waiting on Vendor,Neutral,
ENT-015300,Global Technology Consulting Company,2025-11-17 06:23,Delivery,Specialist,Walk-up,I need help before my next meeting. The login works in one place but fails in another. screenshot attached,Access,Shared Drive Access,Access,Shared Drive Access,clean_label,Medium,Waiting on User,Neutral,
ENT-015886,Global Technology Consulting Company,2025-05-25 03:01,Legal,Team Lead,Email,Can someone check this for me? I cannot sign in or reach the system I need for work. I need the same setup as my teammate,Access,VPN Access,Access,VPN Access,clean_label,Medium,Waiting on User,Neutral,
ENT-012226,Global Technology Consulting Company,2025-04-23 14:57,Marketing,Specialist,Chat,"I tried the usual steps but it still does not work. The time, leave, or policy information in the portal looks incorrect.",HR Support,Timesheet,HR Support,Timesheet,clean_label,Low,Closed,Urgent,67.1
ENT-008427,Global Technology Consulting Company,2025-06-13 11:02,Sales,Consultant,Walk-up,Not sure if this belongs to IT or another team. The device keeps disconnecting during calls and client work.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Open,Neutral,
ENT-028379,Global Technology Consulting Company,2025-06-04 13:49,Delivery,Analyst,Walk-up,"I get an error when trying to export or submit work. Also, a folder disappeared and i need to know if it can be restored. pls advise",Software,Teams,Software,Teams,clean_label,High,Open,Frustrated,
ENT-017406,Global Technology Consulting Company,2025-05-17 22:26,Customer Support,Team Lead,Walk-up,I changed teams and now some tools are unavailable.,Internal Project,Project Permission,Access,Password Reset,noisy_label,High,Waiting on User,Urgent,
ENT-003617,Global Technology Consulting Company,2025-11-29 15:03,Marketing,Senior Associate,Phone,Can someone check this for me? The machine is very slow and makes it hard to complete normal tasks.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,In Progress,Neutral,
ENT-005848,Global Technology Consulting Company,2025-07-02 02:42,HR,Specialist,Walk-up,I need help before my next meeting. My laptop is not workin properly. I am getting blocked by permissions,Hardware,Laptop,Hardware,Laptop,clean_label,Low,Resolved,Neutral,71.9
ENT-005258,Global Technology Consulting Company,2025-03-03 13:22,HR,Manager,Email,"The device keeps disconnecting during calls and client work. Also, the connection drops often, especially when i am remote.",Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Low,Waiting on User,Neutral,
